"Particulars","FG/RM/PM","Group","Sub-Group","UOM","Customer","Sale Group","GST","HSN/SAC"
"PM24-BB Royal Ajwa Dates Back Label 500 gm","PM","Packaging","Label","0.000","BIG BASKET","PM","18%","4819"
"PM24-BB Royal Ajwa Dates Tub 500 gm","PM","Packaging","Tub","0.000","BIG BASKET","PM","18%","392310"
"PM24-BB Royal Black Carton Label 8000 gm","PM","Packaging","Label","0.000","BIG BASKET","PM","18%","4819"
"PM24-BB Royal Black Currant Label 100 gm","PM","Packaging","Label","0.000","BIG BASKET","PM","18%","4821"
"PM24-BB Royal Black Currant Label 250 gm F800 /B930 /R770","PM","Packaging","Label","0.000","BIG BASKET","PM","18%","48211020"
"PM24-BB Royal Blueberris Label 100 gm","PM","Packaging","Label","0.000","BIG BASKET","PM","18%","4821"
"PM24-BB Royal Blueberry Set Label 250 gm F4000 /B2300 /R3100","PM","Packaging","Label","0.000","BIG BASKET","PM","18%","48211020"
"PM24-BB Royal Blue Carton Label 8000 gm","PM","Packaging","Label","0.000","BIG BASKET","PM","18%","4819"
"PM24-BB Royal Mazafati Dates 250 gm Tub","PM","Packaging","Tub","0.000","BIG BASKET","PM","18%","392310"
"PM24-Bb Royal Mazafati Dates Tub 250 gm","PM","Packaging","Tub","0.000","BIG BASKET","PM","18%","392310"
"PM24-BB Royal Mazafati Dates Tub 500 gm","PM","Packaging","Tub","0.000","BIG BASKET","PM","18%","392310"
"PM24-BB Royal Medjool Dates Front Label 500 gm","PM","Packaging","Label","0.000","BIG BASKET","PM","18%","4819"
"PM24-Bb Royal Medjool Dates Tub 250 gm","PM","Packaging","Tub","0.000","BIG BASKET","PM","18%","392310"
"PM24-BB Royal Medjool Dates Tub 500 gm","PM","Packaging","Tub","0.000","BIG BASKET","PM","18%","392310"
"PM24-BB Royal Omani Dates Tub 250 gm","PM","Packaging","Tub","0.000","BIG BASKET","PM","18%","392310"
"PM24-BB Royal Omani Dates Tub 500 gm","PM","Packaging","Tub","0.000","BIG BASKET","PM","18%","392310"
"PM24-BB Royal Safavi Dates Front Label 500 gm","PM","Packaging","Label","0.000","BIG BASKET","PM","18%","4819"
"PM24-BB Royal Safavi Dates Tub 250 gm","PM","Packaging","Tub","0.000","BIG BASKET","PM","18%","39231010"
"PM24-BB Royal Safavi Dates Tub 500 gm","PM","Packaging","Tub","0.000","BIG BASKET","PM","18%","392310"
"PM24-Big Basket-Red Dates Pouch 250 gm","PM","Packaging","Pouch","0.000","BIG BASKET","PM","18%","3923"
"PM24-Big Basket-Red Dates Pouch 500 gm","PM","Packaging","Pouch","0.000","BIG BASKET","PM","18%","39232990"
"PM24-Biospark Hemp Seeds Barbeques Monocarton 60 gm","PM","Packaging","Monocarton ","0.000","BioSpark","PM","18%","48211010"
"PM24-Biospark Hemp Seeds Barbeques Pouch Roll 20 gm Digital","PM","Packaging","Pouch Roll","0.000","BioSpark","PM","18%","48219090"
"PM24-Biospark Hemp Seeds Chilli Garlic Monocarton 60 gm","PM","Packaging","Monocarton ","0.000","BioSpark","PM","18%","48211010"
"PM24-Biospark Hemp Seeds Chilli Garlic Pouch Roll 20 gm Digital","PM","Packaging","Pouch Roll","0.000","BioSpark","PM","18%","48219090"
"PM24-Biospark Hemp Seeds Lemon Pickle Monocarton 60 gm","PM","Packaging","Monocarton ","0.000","BioSpark","PM","18%","48211010"
"PM24-Biospark Hemp Seeds Lemon Pickle Pouch Roll 20 gm Digital","PM","Packaging","Pouch Roll","0.000","BioSpark","PM","18%","48219090"
"PM24-Biospark Hemp Seeds Masala Monocarton 60 gm","PM","Packaging","Monocarton ","0.000","BioSpark","PM","18%","48211010"
"PM24-Biospark Hemp Seeds Masala Pouch Roll 20 gm Digital","PM","Packaging","Pouch Roll","0.000","BioSpark","PM","18%","48219090"
"PM24-Biospark Hemp Seeds Mint Monocarton 60 gm","PM","Packaging","Monocarton ","0.000","BioSpark","PM","18%","48211010"
"PM24-Biospark Hemp Seeds Mint Pouch Roll 20 gm Digital","PM","Packaging","Pouch Roll","0.000","BioSpark","PM","18%","48219090"
"PM24-Biospark Hemp Seeds Salted Monocarton 60 gm","PM","Packaging","Monocarton ","0.000","BioSpark","PM","18%","48211010"
"PM24-Biospark Hemp Seeds Salted Pouch Roll 20 gm Digital","PM","Packaging","Pouch Roll","0.000","BioSpark","PM","18%","48219090"
"PM24-Biospark Hemp Seeds Tandoor Monocarton 60 gm","PM","Packaging","Monocarton ","0.000","BioSpark","PM","18%","48211010"
"PM24-Biospark Hemp Seeds Tandoor Pouch Roll 20 gm Digital","PM","Packaging","Pouch Roll","0.000","BioSpark","PM","18%","48219090"
"PM24-Biospark Nutri Barbites Chocolate & Oats Monocarton 30 gm","PM","Packaging","Monocarton ","0.000","BioSpark","PM","18%","48211010"
"PM24-Biospark Nutri BARbites Chocolate & Oats Pouch Roll 10 gm Digital","PM","Packaging","Pouch Roll","0.000","BioSpark","PM","18%","48219090"
"PM24-Biospark Nutri BARbites Dates & Nuts Monocarton 30 gm","PM","Packaging","Monocarton ","0.000","BioSpark","PM","18%","48211010"
"PM24-Biospark Nutri BARbites Dates & Nuts Pouch Roll 10 gm Digital","PM","Packaging","Pouch Roll","0.000","BioSpark","PM","18%","48219090"
"PM24-Black Clip 250 gm","PM","Packaging","Clip","0.000","GENERAL","PM","18%","39249090"
"PM24-Black Diamond /6 Dates Transparnt Top 250 gm","PM","Packaging","Blister","0.000","GENERAL","PM","18%","48191090"
"PM24-Black Diamond Blister 250 gm","PM","Packaging","Blister","0.000","GENERAL","PM","18%","39232990"
"PM24-Blueberries Pouch (Reliance-unbranded) 100 gm","PM","Packaging","Pouch","0.000","RELIANCE","PM","18%","39232990"
"PM24-Blue Laminate 180 mm 30 gm","PM","Packaging","Roll","0.000","GENERAL","PM","18%","3920"
"PM24-Bopp Adhesive Tape","PM","Packaging","Tape","0.000","GENERAL","PM","18%","39191000"
"PM24-BOPP Adhesive Tape 3"" x 55 Mtr","PM","Packaging","Tape","0.000","GENERAL","PM","18%","39199090"
"PM24-Bopp Adhesive Tape 48 mm-23 Micron-Unprinted","PM","Packaging","Tape","0.000","GENERAL","PM","18%","39191000"
"PM24-Bopp Adhesive Tape Printed ( 60 mm x 650 Mtr ) for machine 500 gm","PM","Packaging","Tape","0.000","GENERAL","PM","18%","39191000"
"PM24-Brown Pouch (Origin)100 gm","PM","Packaging","Pouch","0.000","GENERAL","PM","18%","3923"
"PM24-Buy One Get One Free Label 500 gm","PM","Packaging","Label","0.000","DELMONTE","PM","18%","48219090"
"PM24-Cafe Coffee Day Monocarton 300gm","PM","Packaging","Monocarton ","0.000","CCD","PM","18%","48211090"
"PM24-Cafe Coffee Day Nuts & Seeds Snack Bar Pouch Roll 30gm","PM","Packaging","Pouch Roll","0.000","CCD","PM","18%","39219096"
"PM24-Cafe Galleria Dry Fruit Pouch 250 gm","PM","Packaging","Pouch","0.000","Café Galleries","PM","18%","3923"
"PM24-Cafe Galleria Dry Fruit Pouch 500 gm Digital","PM","Packaging","Pouch Roll","0.000","Café Galleries","PM","18%","39232990"
"PM24-Caffine Rush Laminated 180 mm 30 gm","PM","Packaging","Roll","0.000","HOH/Common","PM","18%","3920"
"PM24-Café Galleria Milan Tub Big Set 500 gm","PM","Packaging","Tub","0.000","Café Galleries","PM","18%","3907"
"PM24-Candor Pouch 5 Kg 4 Kg 5000 gm (D Mart)","PM","Packaging","Pouch","0.000","Dmart","PM","18%","39232100"
"PM24-Candor Tape Printed 60 mm","PM","Packaging","Tape","0.000","GENERAL","PM","18%","39191000"
"PM24 - Carnival 4P Box Sleeve 360 gm","PM","Packaging","Sleeve","0.000","HOH/Common","PM","18%","3920"
"PM24-Carnival Ajwa Dates Blister Octagon Set 400 gm","PM","Packaging","Blister","0.000","HOH/Common","PM","18%","39232990"
"PM24-Carnival Ajwa Dates Label Back 400 gm","PM","Packaging","Label","0.000","HOH/Common","PM","18%","4819"
"PM24-Carnival Almond Label 100 gm","PM","Packaging","Label","0.000","HOH/Common","PM","18%","3920"
"PM24-Carnival Almond Pouch Roll (cred) 250 gm","PM","Packaging","Pouch Roll","0.000","HOH/CRED","PM","18%","48219090"
"PM24-Carnival Almond Roasted Salted Pouch 250 gm","PM","Packaging","Pouch","0.000","HOH/Common","PM","18%","39232990"
"PM24-Carnival Almonds Pouch (150mm x 230mm) 250 gm","PM","Packaging","Pouch","0.000","HOH/Common","PM","18%","39231010"
"PM24-Carnival Alomd Choco Bite 100g (Dark Chocolate)","PM","Packaging","Monocarton","0.000","HOH/Common","PM","18%","48211090"
"PM24-Carnival Alomd Choco Bite 100g (Milk Chocolate)","PM","Packaging","Monocarton","0.000","HOH/Common","PM","18%","48211090"
"PM24-Carnival Alomd Choco Bite 100g (White Chocolate)","PM","Packaging","Monocarton","0.000","HOH/Common","PM","18%","48211090"
"PM24-Carnival Anjeer Blister 500 gm","PM","Packaging","Blister","0.000","HOH/Common","PM","18%","39232990"
"PM24-Carnival Anjeer Butterfly Blister Set 300 gm","PM","Packaging","Blister","0.000","HOH/Common","PM","18%","39232990"
"PM24-Carnival Arabian Dates Pouch (160 x 240 mm) 350 gm","PM","Packaging","Pouch","0.000","HOH/Common","PM","18%","39231010"
"PM24-Carnival Barbeque Cashew Pouch 250 gm Digital","PM","Packaging","Pouch Roll","0.000","HOH/Common","PM","18%","48219090"
"PM24-Carnival Barbeque (Cred) Pouch 30 gm Digital","PM","Packaging","Pouch Roll","0.000","HOH/CRED","PM","18%","48219090"
"PM24-Carnival Berry Barbeque Trail Mix 200G Pre Printed Pouch ( 150mm x 225mm ) 200 gm","PM","Packaging","Pouch","0.000","HOH/Common","PM","18%","3923"
"PM24-Carnival Black Raisin Seedless Indian Pouch (150mm x 230mm) 200 gm Digital","PM","Packaging","Pouch Roll","0.000","HOH/Common","PM","18%","48219090"
"PM24-Carnival Blueberry Set 250 gm","PM","Packaging","Label","0.000","HOH/Common","PM","18%","48211010"
"PM24-Carnival Blue K Seal Standy Pouch (Pista Pouch) 1000 gm","PM","Packaging","Pouch","0.000","HOH/Common","PM","18%","39232990"
"PM24-Carnival Blue Pouch Standee Zipper Pouch-135 x 185 mm 150 gm","PM","Packaging","Pouch","0.000","HOH/Common","PM","18%","39231010"
"PM24-Carnival California Almonds Independence (Cred) Pouch 1 kg","PM","Packaging","Pouch","0.000","HOH/CRED","PM","18%","39231010"
"PM24-Carnival California Pitted Prunes 250 gm","PM","Packaging","Pouch","0.000","HOH/Common","PM","18%","39231010"
"PM24-Carnival California Roasted & Salted Pistachio With Barcode 250/200 gm","PM","Packaging","Pouch","0.000","HOH/Common","PM","18%","39231010"
"PM24-Carnival California Roasted & Salted Pistachio Without Barcode 250/200 gm","PM","Packaging","Pouch","0.000","HOH/Common","PM","18%","39232990"
"PM24-Carnival California Walnut Kernel (Cred) Monocarton 200 gm","PM","Packaging","Monocarton ","0.000","HOH/CRED","PM","18%","48191090"
"PM24-Carnival Cashew 320 Pouch 1 kg","PM","Packaging","Pouch","0.000","HOH/Common","PM","18%","3920"
"PM24-Carnival Cashew Kani + Tukda Pouch 500 gm Digital","PM","Packaging","Pouch Roll","0.000","HOH/Common","PM","18%","48219090"
"PM24-Carnival Cashewnut Pouch (150mm x 230mm) 250 gm","PM","Packaging","Pouch","0.000","HOH/Common","PM","18%","39231010"
"PM24-Carnival Cashew Roasted Salted Pouch 250 gm","PM","Packaging","Pouch","0.000","HOH/Common","PM","18%","39232990"
"PM24-Carnival Chatpata Black Raisin Composite Tin With Tin Lid (74mmx130mm) 200 gm","PM","Packaging","Tin","0.000","HOH/Common","PM","18%","39011020"
"PM24-Carnival Chatpata Cranberry Composite Tin With Tin Lid (74mmx130mm) 200 gm","PM","Packaging","Tin","0.000","HOH/Common","PM","18%","39011020"
"PM24-Carnival Cheese Cashew Pouch 30 gm Digital","PM","Packaging","Pouch Roll","0.000","HOH/Common","PM","18%","48219090"
"PM24-Carnival Cheese Makhana Label 125 gm","PM","Packaging","Label","0.000","HOH/Common","PM","18%","4819"
"PM24-Carnival Cheese Makhana Label 55 gm","PM","Packaging","Label","0.000","HOH/Common","PM","18%","4819"
"PM24-Carnival Chia Seeds 100 gm","PM","Packaging","Pouch","0.000","HOH/Common","PM","18%","39231010"
"PM24-Carnival Classic 100 gm Roll","PM","Packaging","Roll","0.000","HOH/Common","PM","18%","3920"
"PM24-Carnival Classic Anjeer Blister (Small) 250 gm","PM","Packaging","Blister","0.000","HOH/Common","PM","18%","39232990"
"PM24-Carnival Classic Printed Laminated Silver Pouch (115mm x 230mm) 500 gm","PM","Packaging","Pouch","0.000","HOH/Common","PM","18%","39231010"
"PM24-Carnival Classic  Printed Laminated  Silver Pouch-80 x 200mm 250 gm","PM","Packaging","Pouch","0.000","HOH/Common","PM","18%","39231010"
"PM24-Carnival coated Seeds Pouch 10 gm Digital","PM","Packaging","Pouch Roll","0.000","HOH/Common","PM","18%","3923"
"PM24-Carnival Cocktail Mix 250 gm","PM","Packaging","Pouch","0.000","HOH/Common","PM","18%","3923"
"PM24-Carnival Cranberry slice 250 gm","PM","Packaging","Pouch","0.000","HOH/Common","PM","18%","3923"
"PM24-Carnival Cranberry Standy Pouch (115x160mm+60) 100 gm","PM","Packaging","Pouch","0.000","HOH/Common","PM","18%","39231010"
"PM24-Carnival Cranberry Whole 250 gm","PM","Packaging","Pouch","0.000","HOH/Common","PM","18%","39231010"
"PM24-Carnival Crunchy Caramel Trail Mix Pre Printed Pouch 200G ( 150mm x 225mm ) 200 gm","PM","Packaging","Pouch","0.000","HOH/Common","PM","18%","3923"
"PM24-Carnival Delux Blue Pouch 250 gm","PM","Packaging","Pouch","0.000","HOH/Common","PM","18%","39231010"
"PM24-Carnival Dried Blueberry 100G Standup Pouch 100 gm","PM","Packaging","Pouch","0.000","HOH/Common","PM","18%","39231010"
"PM24-Carnival Dried Blueberry 100G Standup Pouch Old 100 gm","PM","Packaging","Pouch","0.000","HOH/Common","PM","18%","3923"
"PM24-Carnival Dried Blueberry Whole Pouch 250 gm","PM","Packaging","Pouch","0.000","HOH/Common","PM","18%","39231010"
"PM24-Carnival Dried Cranberry Slice","PM","Packaging","label","0.000","HOH/Common","PM","18%","3923"
"PM24-Carnival Everyday Cashew Pouch 1 kg","PM","Packaging","Pouch","0.000","HOH/Common","PM","18%","48219090"
"PM24-Carnival Flavoured Makgana Fox Nut Sample Pouch 10gm Digital","PM","Packaging","Pouch Roll","0.000","HOH/Common","PM","18%","3923"
"PM24-Carnival Flax Seeds Roasted 100 Gm 100 gm","PM","Packaging","Pouch","0.000","HOH/Common","PM","18%","39231010"
"PM24-Carnival Green Chilli Cashew Pouch 30 gm Digital","PM","Packaging","Pouch Roll","0.000","HOH/Common","PM","18%","48219090"
"PM24-Carnival Green K Seal Standy Pouch (Pista Pouch) 1000 gm","PM","Packaging","Pouch","0.000","HOH/Common","PM","18%","39232990"
"PM24-Carnival Green Pouch Standee Zipper Pouch-135 x 185 mm 150 gm","PM","Packaging","Pouch","0.000","HOH/Common","PM","18%","3923"
"PM24-Carnival Green Raisin 250 Gm-Pouch 250 gm","PM","Packaging","Pouch","0.000","HOH/Common","PM","18%","39231010"
"PM24-Carnival Green Raisin Pouch 1000 gm Digital","PM","Packaging","Pouch Roll","0.000","HOH/Common","PM","18%","3923"
"PM24-Carnival Green Raisins 1Kg","PM","Packaging","Pouch","0.000","HOH/Common","PM","18%","3923"
"PM24-Carnival Grey Generic 1 Kg Pouch-Lpp Generic Standup Pouch 1 Kg (210x265mm) Grey 1000 gm","PM","Packaging","Pouch","0.000","HOH/Common","PM","18%","39231010"
"PM24-Carnival Himalayan Salt & Pepper Pistachios Pouch Roll","PM","Packaging","Roll","0.000","HOH/Common","PM","18%","39219096"
"PM24-Carnival Himalayan Salt & Pepper Pistachios Standy Zipper Pouch","PM","Packaging","Pouch","0.000","HOH/Common","PM","18%","39232990"
"PM24-Carnival Indian Green Raisin Pouch 900 gm Digital","PM","Packaging","Pouch Roll","0.000","HOH/Common","PM","18%","48219090"
"PM24-Carnival Indian Green Raisins (Cred) 250 gm Monocarton","PM","Packaging","Monocarton ","0.000","HOH/CRED","PM","18%","4819"
"PM24-Carnival Indian Seedless Black Raisin Pouch (150mm x 230mm) 250 gm","PM","Packaging","Pouch","0.000","HOH/Common","PM","18%","39231010"
"PM24-Carnival Irani Roasted & Salted Pistachio Box Pouch With Zipper 250 gm","PM","Packaging","Pouch","0.000","HOH/Common","PM","18%","39232990"
"PM24-Carnival Kashmir Kesar .05 gm","PM","Packaging","Card","0.000","HOH/Common","PM","18%","48211010"
"PM24-Carnival Kashmir Kesar Blister 0.05 gm","PM","Packaging","Blister","0.000","HOH/Common","PM","18%","39232990"
"PM24-Carnival Kashmir Kesar Blister 1 gm","PM","Packaging","Blister","0.000","HOH/Common","PM","18%","39232990"
"PM24-Carnival Kashmir Kesar Dabbi 0.05 gm","PM","Packaging","Dibbi","0.000","HOH/Common","PM","18%","39231010"
"PM24-Carnival Kashmir Kesar Dabbi 1 gm","PM","Packaging","Dibbi","0.000","HOH/Common","PM","18%","3923"
"PM24-Carnival Makhana Label Barbeque 125 gm","PM","Packaging","Label","0.000","HOH/Common","PM","18%","4819"
"PM24-Carnival Makhana Rejected Label 125 gm","PM","Packaging","Label","0.000","HOH/Common","PM","18%","4819"
"PM24-Carnival Maroon Standee Zipper Pouch-135 x 185 mm 150 gm","PM","Packaging","Pouch","0.000","HOH/Common","PM","18%","39231010"
"PM24-Carnival Mocha Mojo Trail Mix Pre Printed Pouch 200G ( 150mm x 225mm ) 200 gm","PM","Packaging","Pouch","0.000","HOH/Common","PM","18%","3923"
"PM24-Carnival Mocho Moja Trail Mix Pouch 30 gm Digital","PM","Packaging","Pouch Roll","0.000","HOH/Common","PM","18%","48219090"
"PM24-Carnival Monocarton 100 gm","PM","Packaging","Monocarton ","0.000","HOH/Common","PM","18%","4819"
"PM24-Carnival Orange Pouch Standee Zipper Pouch-135 x 185 mm 150 gm","PM","Packaging","Pouch","0.000","HOH/Common","PM","18%","39232990"
"PM24-Carnival Paan Cranberry Pouch Roll 30 gm","PM","Packaging","Pouch Roll","0.000","HOH/Common","PM","18%","39209999"
"PM24-Carnival Pan Cranberry Roll Digital","PM","Packaging","Pouch Roll","0.000","HOH/Common","PM","18%","3920"
"PM24-Carnival Pan Raisins Roll","PM","Packaging","Roll","0.000","HOH/Common","PM","18%","3920"
"PM24-Carnival Pan Raisins Roll Digital","PM","Packaging","Pouch Roll","0.000","HOH/Common","PM","18%","3920"
"PM24-Carnival Pepper Cashew Pouch 250 gm Digital","PM","Packaging","Pouch Roll","0.000","HOH/Common","PM","18%","48219090"
"PM24-Carnival Pepper Cashew Pouch Roll 30 gm Digital","PM","Packaging","Pouch Roll","0.000","HOH/Common","PM","18%",""
"PM24-Carnival Pepper Makhana Label 125 gm","PM","Packaging","Label","0.000","HOH/Common","PM","18%","4819"
"PM24-Carnival Peri Peri Cashew Pouch 250 gm Digital","PM","Packaging","Pouch Roll","0.000","HOH/Common","PM","18%","48219090"
"PM24-Carnival Peri Peri Makhana Label 125 gm","PM","Packaging","Label","0.000","HOH/Common","PM","18%","4819"
"PM24-Carnival Pet Label (230x60mm) 230/250 gm","PM","Packaging","Label","0.000","HOH/Common","PM","18%","4819"
"PM24-Carnival Pista Kernals 100 gm","PM","Packaging","Label","0.000","HOH/Common","PM","18%","4819"
"PM24-Carnival Popcorn Makhana Label 125 gm","PM","Packaging","Label","0.000","HOH/Common","PM","18%","4819"
"PM24-Carnival Popcorn Makhana Label 55 gm","PM","Packaging","Label","0.000","HOH/Common","PM","18%","4819"
"PM24 - Carnival Printed Laminated Gold Premium Pouch Roll (80/100 gm) 190 mm","PM","Packaging","Pouch Roll","0.000","HOH/Common","PM","18%","39201011"
"PM24-Carnival Printed Laminated Premium Gold Pouch (115mm x 230mm) 500 gm","PM","Packaging","Pouch","0.000","HOH/Common","PM","18%","39231010"
"PM24-Carnival Printed Laminated Premium Gold Pouch 80 x 200 250 gm","PM","Packaging","Pouch","0.000","HOH/Common","PM","18%","39231010"
"PM24-Carnival Printed(red) Transparent Pouch 100 gm old","PM","Packaging","Pouch","0.000","HOH/Common","PM","18%","39231010"
"PM24-Carnival Pudina Almond Pouch 250 gm Digital","PM","Packaging","Pouch Roll","0.000","HOH/Common","PM","18%","4819"
"PM24-Carnival Pudina Makhana Label 125 gm","PM","Packaging","Label","0.000","HOH/Common","PM","18%","48211010"
"PM24-Carnival Pudina Makhana Label 55 gm","PM","Packaging","Label","0.000","HOH/Common","PM","18%","48211010"
"PM24-Carnival Puffed Snack Sample Pouch 10 gm Digital","PM","Packaging","Pouch Roll","0.000","HOH/Common","PM","18%","3923"
"PM24-Carnival Pumpkin Seeds 100Gm 100 gm","PM","Packaging","Pouch","0.000","HOH/Common","PM","18%","39231010"
"PM24 - Carnival Roasted Makhana Pouch Roll 50 gm","PM","Packaging","Pouch Roll","0.000","HOH/Common","PM","18%","3920"
"PM24-Carnival Roasted Salted Pista Pouch 250 gm","PM","Packaging","Pouch","0.000","HOH/Common","PM","18%","3923"
"PM24-Carnival Rose Gold Standee Zipper Pouch-135 x 185 mm 150 gm","PM","Packaging","Pouch","0.000","HOH/Common","PM","18%","39232990"
"PM24-Carnival Seedless Black Raisin Pouch (150mm x 230mm) 250 gm","PM","Packaging","Pouch","0.000","HOH/Common","PM","18%","3923"
"PM24-Carnival Seedless Dates 350 gm Label","PM","Packaging","Label","0.000","HOH/Common","PM","18%","48219010"
"PM24-Carnival Seeds Pouch 30 gm Digital","PM","Packaging","Pouch Roll","0.000","HOH/Common","PM","18%","48219090"
"PM24-Carnival Shubkamnaye 2P Box Set","PM","Packaging","Box","0.000","HOH/Common","PM","18%","4819"
"PM24-Carnival Silver Classic Pouch  100 gm","PM","Packaging","Pouch","0.000","HOH/Common","PM","18%","39231010"
"PM24-Carnival Smoked Almonds Label 100 gm","PM","Packaging","Label","0.000","HOH/Common","PM","18%","48191010"
"PM24-Carnival Smoked Almonds Pouch 250 gm Digital","PM","Packaging","Pouch Roll","0.000","HOH/Common","PM","18%","48219090"
